"seller_id","delivery_quality_orders","review_quality_orders","late_delivery_rate","avg_review_score"
"8b8cfc8305aa441e4239358c9f6f2485",15,15,0.1333,4.20
"440dd6ab244315c632130ecfb63827b1",90,90,0.1333,3.92
"45213867cefbf2cd4c6177e10216a951",14,14,0.0714,3.86
"76d64c4aca3a7baf218bf93ef7fa768d",61,61,0.0328,4.33
ea8482cd71df3c1969d7b9473ff13abc,1116,1110,0.0860,4.05
"8476243f92442881ddd5b578975cf115",11,11,0.0909,4.00
"218d46b86c1881d022bce9c68a7d4b15",371,370,0.0889,4.21
e84ad2127668df3aafc6b73531a0beb8,19,19,0.0526,4.37
"6e864f5c4669eff3d98140a07cc50202",13,13,0.0769,4.46
"7681ef142fd2c19048da7430856b5588",56,55,0.0893,4.27
"4b5f66b7adcf57f1ecc0d3c07dd6b177",21,20,0.0476,4.30
"72c5da29406b4234927b81855e7b64f6",30,30,0.0333,4.23
d71d863e5ef30d94e440c11be17dcd8f,22,20,0.1364,3.25
c0563dd588b775f2e37747ef6ad6c92c,27,27,0.1111,4.44
fdaaf5bfda82b7b80535610c831b8d09,10,10,0.1000,4.20
"8bb48dc19fccaa8613b6229bf7f452a2",79,79,0.0253,4.48
"9e6229250fedbe05838fef417b74e7fb",67,67,0.0299,4.01
"289cdb325fb7e7f891c38608bf9e0962",103,103,0.0194,4.64
ce248b21cb2adc36282ede306b7660e5,60,60,0.0833,4.28
b8555308bfdb4ca1ed54325a58da9a97,26,26,0.0769,4.00
"891071be6ba827b591264c90c2ae8a63",82,82,0.1463,3.96
"53243585a1d6dc2643021fd1853d8905",348,346,0.0345,4.19
"6fc26fe110feebd80a433e1f012a84f9",35,34,0.1143,3.91
f52c2422904463fdd7741f99045fecb6,12,12,0.0000,4.25
"77a515caa36327151d1cc6c32a9f00e1",26,26,0.1154,4.42
"5b664594895aefb418afaee6d40a9a23",15,15,0.0000,4.13
c72de06d72748d1a0dfb2125be43ba63,21,21,0.0000,4.48
"2e1a7d075abe038c1b2743005fe42ff1",17,17,0.1765,4.41
cac876b37d3abcd6bd76caca30277996,26,25,0.0000,4.52
"14a08204d03bb6b6bde8029f801ae0eb",27,27,0.0000,3.96
d9e7e7778b32987280a6f2cb9a39c57d,11,11,0.1818,3.55
"94e93ce877be27a515118dbfd2c2be41",29,28,0.0000,4.04
"75d34ebb1bd0bd7dde40dd507b8169c3",57,57,0.1228,3.93
"094ced053e257ae8cae57205592d6712",18,18,0.0000,4.11
a1043bafd471dff536d0c462352beb48,694,692,0.0504,4.29
"8f54d64f28a993550aa7943f12572959",15,15,0.0667,3.73
cfe94489ddd337d1e29e12f2a7205d10,20,20,0.0500,4.30
"11bfa66332777660bd0640ee84d47006",76,76,0.1447,3.89
e2c92f9c1c7746d899d18f2e158bbff7,12,12,0.0000,4.58
"198c7ea11960a9844b544d9bcdca860c",25,25,0.0800,3.88
"7e93a43ef30c4f03f38b393420bc753a",315,314,0.0476,4.39
"213b25e6f54661939f11710a6fddb871",135,134,0.0741,4.09
"1127b7f2594683f2510f1c2c834a486b",108,108,0.0185,4.24
"5abb8ea023c77787f2c15da891c8d384",13,13,0.2308,3.92
"845e8036c3f7bf62099352f5ed910240",17,17,0.0000,4.12
"01cf7e3d21494c41fb86034f2e714fa1",59,58,0.0508,4.12
